ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
4423,0.16752308468993266,992.53,0.4867909136398041,-0.008388007682344774,505.11,67.92,6.29,56.51,12.5,94.64,2.05,3.53,6.53,5.39,No,Green,No,2,56,210464.2228,1
4424,0.04278002448840908,1327.56,0.7966936010780109,-0.008388007682344774,723.69,72.13,7.79,38.93,1.7,93.51,0.98,5.28,8.12,5.01,Yes,Green,No,1,22,540775.5871,1
4427,-0.13202545460558618,813.44,1.4532155711851056,-0.9869889039559153,924.66,24.72,6.29,41.72,39.95,93.7,1.16,5.64,1.4,1.62,Yes,Green,Yes,1,3,179744.0457,1
4428,0.19021723749359712,550.0,-1.1878277437103808,-0.9869889039559153,412.51,45.4,5.49,111.21,22.47,89.96,1.92,2.61,4.96,3.4,No,Blue,No,1,24,182833.6739,1
4429,0.8816448863740799,1117.95,-0.013491935500907099,-0.008388007682344774,605.64,11.89,9.35,12.49,4.12,99.9,2.39,6.45,6.38,2.52,No,Blue,No,1,16,360823.0107,1
4431,1.292307318205332,1696.32,-1.0160416761670448,1.9488137848647964,528.83,35.16,10.0,21.82,21.29,97.16,1.35,8.8,10.0,8.0,No,Red,No,2,35,677069.6931,1
4433,0.929748469364907,949.45,2.5866778024198975,-0.008388007682344774,540.27,10.59,8.56,1.02,13.61,91.92,1.36,5.11,4.44,4.2,No,Green,Yes,2,28,394186.5428,1
4436,1.6995035385306874,2816.76,0.6356252822319746,-1.9655898002294858,713.65,59.39,2.05,2.73,20.67,96.77,1.44,3.12,1.91,3.46,Yes,Yellow,No,1,5,453490.2288,1
4437,1.8720811961605035,886.05,0.7779961329043636,0.9702128885912258,37.09,47.75,7.03,47.0,6.49,92.88,1.64,5.06,7.2,8.99,No,Blue,No,1,15,416859.7617,0
4440,0.7388269474718689,550.0,-0.7016771175271235,1.9488137848647964,41.14,67.74,6.4,98.44,41.4,99.0,1.22,5.51,5.07,6.7,No,Blue,No,1,7,323084.0023,1
4442,2.2519912599987744,1522.38,0.6732829764829864,-0.9869889039559153,155.02,34.47,5.03,88.49,2.48,96.65,1.18,6.73,5.61,2.96,No,White,No,1,19,415683.9086,1
4448,0.8174554691500693,1695.41,2.423631994519822,-0.9869889039559153,892.47,15.13,7.87,40.56,5.76,99.9,1.42,8.53,6.62,4.47,No,Blue,No,1,7,593502.4908,1
4452,-0.03722103838334389,1288.75,0.4784500964042783,0.9702128885912258,768.81,17.19,9.73,64.51,6.83,92.93,0.17,8.13,7.24,6.31,No,Yellow,No,1,9,624730.5383,1
4453,0.5829616877699019,1199.42,0.821114760022936,0.9702128885912258,752.48,63.52,7.38,111.68,0.39,91.47,1.54,9.77,6.47,7.06,Yes,Yellow,No,1,11,473026.0066,1
4454,-0.003657691481744038,1618.08,-0.9509842165925452,-0.9869889039559153,694.75,14.36,7.1,63.0,10.78,99.9,2.02,3.83,0.97,2.74,No,Blue,Yes,1,24,235684.2164,0
4457,1.6905305216341246,1287.6,0.28659451560757926,0.9702128885912258,730.59,37.77,6.72,23.06,17.31,89.98,1.99,6.18,5.74,7.36,Yes,Yellow,No,2,31,395724.6431,1
4463,0.11892834845696905,1297.26,-0.8865162113694591,1.9488137848647964,524.32,21.06,6.38,47.93,1.34,95.0,1.26,4.1,2.83,4.58,No,Green,Yes,2,22,355268.53,1
4465,0.7299823759162802,1415.76,0.3043781784067763,0.9702128885912258,880.55,7.43,8.79,117.42,15.96,96.15,1.1,5.36,6.17,7.57,No,White,Yes,1,12,492428.1794,1
4467,-0.03909646542591376,811.2,0.6733618295760818,-0.008388007682344774,396.22,49.6,6.12,39.27,29.12,94.42,1.55,5.09,3.06,6.07,No,Red,Yes,1,25,215225.3031,0
4471,1.6210026091187981,1414.69,1.43028446241677,-0.9869889039559153,828.03,35.25,4.18,40.62,2.14,94.52,1.01,4.79,4.52,6.65,Yes,Red,Yes,1,16,378509.0866,1
4473,-0.16709228133721532,690.82,-0.42771755697037955,1.9488137848647964,983.03,50.05,9.52,25.08,1.17,96.46,2.26,6.3,3.7,6.93,No,Green,No,1,11,322018.9183,0
4476,2.709068795661082,1532.97,-0.3218124922722503,0.9702128885912258,807.16,65.69,7.84,28.3,9.39,96.73,1.66,5.28,7.98,4.75,No,Red,No,1,21,828796.3233,1
4479,2.3667258751076763,1591.14,0.4712232823911142,0.9702128885912258,853.09,40.4,10.0,1.58,12.52,99.9,0.81,7.22,9.7,10.0,No,Blue,No,1,16,518531.3731,1
4483,0.37617532526346087,1341.95,0.20319951395615668,1.9488137848647964,563.23,20.14,10.0,3.43,10.24,98.17,0.84,6.72,8.45,7.75,No,Blue,No,1,9,607058.0553,0
4484,0.42476766343095873,1264.65,0.18409410252272695,-0.008388007682344774,810.31,34.81,3.36,36.49,5.54,89.65,0.92,6.26,6.43,6.16,No,Red,Yes,1,17,284981.8404,1
4485,1.085138597778928,1620.46,1.782242117441125,-0.008388007682344774,709.5,12.67,7.39,53.19,7.02,99.9,1.67,9.39,6.12,5.18,No,White,No,1,16,522443.3512,1
4487,0.042810207082440585,688.68,-0.1078090464588564,0.9702128885912258,708.18,40.08,9.02,24.33,38.13,99.9,1.32,7.09,10.0,8.99,Yes,Green,No,1,29,240599.9274,1
4501,0.15012268837279122,1114.74,-1.0350937937568687,-0.008388007682344774,392.83,22.19,5.03,24.38,1.21,92.41,1.5,4.89,5.2,6.49,No,White,No,1,11,271923.3133,1
4502,1.1269036189253223,1177.78,-0.7865064167001795,0.9702128885912258,246.38,27.96,5.55,32.57,16.32,90.85,0.86,5.62,10.0,6.77,No,Green,No,1,21,397433.1682,1
4503,-0.0843498560432815,1153.94,-0.7041594965099586,-0.008388007682344774,623.5,41.97,5.23,52.03,18.11,96.75,1.21,3.75,6.64,4.37,No,Blue,No,1,10,461460.3528,1
4509,0.1755982654765294,691.22,0.10679626534889519,-0.008388007682344774,45.06,26.23,9.11,73.12,8.23,86.7,1.14,1.99,5.5,6.07,No,White,No,1,17,272769.9983,1
4510,0.2970350939741152,908.79,1.9553243187257363,0.9702128885912258,624.47,45.99,9.05,1.73,25.46,87.3,1.95,4.07,2.5,4.99,No,Green,Yes,1,15,354814.027,1
4512,0.1063255807802065,1327.13,0.015803877837334834,2.927414681138367,907.65,21.57,10.0,32.06,10.09,99.68,2.06,6.97,6.68,7.89,No,Green,No,1,21,417848.0712,1
4513,-0.11055511831832535,1333.37,-0.20747961230166975,-1.9655898002294858,521.58,61.39,7.58,47.0,4.34,92.91,1.08,6.61,4.61,4.3,No,White,No,1,20,218370.3922,1
4517,0.2603919224496665,898.6,-0.5591562132201771,0.9702128885912258,487.97,36.58,8.24,48.95,5.53,99.46,1.71,7.04,1.29,8.51,No,Green,Yes,1,3,246723.6366,1
4520,0.44702445797397145,1910.13,0.2703380066792086,-0.9869889039559153,697.08,27.27,7.85,23.66,1.99,90.7,2.12,5.55,7.55,6.22,No,White,No,1,10,284332.3493,0
4521,0.19761198102261446,1198.87,0.356144204619909,-0.008388007682344774,386.34,18.69,6.92,94.37,17.13,95.84,2.07,6.37,2.45,2.7,No,Green,No,1,21,337165.8876,1
4523,0.42115654111098555,1065.64,-0.6597502842487372,-0.008388007682344774,398.25,21.77,6.68,43.63,3.27,90.97,0.37,3.12,10.0,9.48,No,White,Yes,1,6,247156.1343,1
4525,0.3274976057098373,1188.88,-1.1878277437103808,-0.008388007682344774,364.55,49.22,6.46,27.53,41.75,86.14,1.29,2.33,4.78,6.02,Yes,Yellow,No,1,9,194943.8711,1
4526,0.25196801792650536,550.0,1.7943968733919513,-0.9869889039559153,789.52,27.87,6.29,59.89,28.69,99.9,0.64,3.45,7.33,5.55,No,White,No,1,15,221892.0343,1
4530,2.518610236255585,2206.31,-0.12990735729292974,-0.008388007682344774,564.76,15.72,8.41,20.14,20.09,93.69,2.12,8.2,4.07,5.4,Yes,Blue,No,2,24,454795.0032,1
4531,0.312653910784845,1020.94,-0.6749005915888787,-0.008388007682344774,414.41,43.21,5.57,45.08,32.34,99.9,1.84,4.68,8.35,6.33,No,Blue,Yes,1,17,282176.9848,1
4534,0.9621625781876074,1796.97,0.5594802643237221,-0.9869889039559153,453.0,6.03,7.58,67.05,17.59,88.73,1.88,5.16,1.57,6.21,No,Green,No,1,12,624015.968,1
4535,1.0570090707692845,1382.61,0.18003889478103682,0.9702128885912258,174.11,54.63,5.58,38.99,0.36,98.84,1.22,8.79,2.41,3.06,No,Green,Yes,1,9,440842.8566,1
4536,-0.13506209873333122,623.38,1.2584651778229266,-0.9869889039559153,633.51,23.81,8.23,85.21,21.39,89.29,1.71,5.05,6.98,6.66,No,Green,No,2,25,193349.265,1
4537,0.0022564573935093465,1203.62,0.014112780462542307,-0.9869889039559153,407.94,90.61,7.49,23.8,10.75,96.42,1.84,5.85,2.81,5.0,Yes,Blue,Yes,1,8,195967.5497,1
4538,0.53015087874493,755.25,2.5344847335891383,-0.9869889039559153,450.26,34.74,6.76,0.12,33.8,90.38,1.79,1.91,4.12,4.68,No,White,No,1,3,271889.502,1
4539,0.06732155875590755,1274.45,-0.2079788045493408,-0.008388007682344774,313.79,3.74,8.48,13.34,47.55,90.3,0.79,7.22,5.58,5.9,No,Green,No,1,17,643703.0911,1
4541,1.3277343821847274,1356.12,-1.1878277437103808,-0.008388007682344774,573.66,31.77,7.5,4.38,11.09,89.42,1.17,4.71,7.58,3.96,No,Green,No,1,19,318302.1394,1
4542,0.8614629172512832,1084.07,1.7850372547079174,-0.008388007682344774,1219.52,5.06,9.67,21.1,13.46,99.9,0.88,6.0,4.24,7.88,No,Blue,No,1,7,317276.5623,1
4543,-0.05712463412664637,865.23,0.26061825402285366,-0.008388007682344774,519.56,21.44,9.01,45.04,7.5,89.93,1.76,4.74,5.93,6.92,Yes,Blue,No,1,6,286397.2444,1
4549,-0.07432123017424228,1289.15,-1.1878277437103808,-0.008388007682344774,381.0,13.69,7.64,50.84,37.08,89.59,1.37,3.25,6.48,4.41,No,White,No,1,13,251688.49,1
4550,1.7951380130487014,1465.01,-1.0382800468588882,0.9702128885912258,779.62,37.95,6.86,82.81,41.14,90.37,0.94,5.26,8.19,3.55,No,Red,No,1,17,503354.5742,1
4552,-0.0168193182928522,1085.09,-1.175862075811693,-0.008388007682344774,232.62,36.79,5.13,14.58,7.84,92.66,1.31,1.43,6.89,5.06,Yes,Yellow,Yes,1,15,157244.5078,1
4556,0.3860413028916852,923.93,-0.07463353537504995,-0.008388007682344774,1085.37,11.62,8.17,16.68,12.24,87.43,1.64,4.5,9.86,6.28,No,Blue,No,1,13,255664.8089,0
4558,0.05248626072273884,550.0,1.5518524756238852,-0.008388007682344774,357.44,3.34,8.9,49.7,19.18,94.73,2.13,4.47,6.96,5.38,No,Yellow,Yes,1,19,237651.5078,1
4559,0.20217347779712327,550.0,-0.17021604493240505,0.9702128885912258,1018.14,17.88,6.77,7.94,13.92,96.73,1.17,7.05,4.38,6.98,No,Yellow,Yes,2,22,189790.206,1
4560,0.20710200311948748,1307.18,1.1785774920825776,-0.008388007682344774,149.03,41.85,6.41,17.04,29.95,97.78,1.74,5.39,5.11,7.21,Yes,White,No,1,11,404923.0272,0
4564,0.64442720363158,1320.61,0.005505926558207512,0.9702128885912258,483.65,34.88,10.0,111.94,35.85,99.51,0.86,7.27,10.0,9.02,No,Yellow,Yes,1,13,452739.7733,1
4568,0.550042887723156,1247.08,1.3027417413063593,1.9488137848647964,570.02,22.63,9.05,31.55,9.34,95.26,1.75,4.91,3.76,4.97,Yes,White,No,1,-4,500495.2123,1
4569,0.31731574938443763,1838.25,1.3928495404635581,-0.9869889039559153,1009.36,26.82,6.21,4.07,6.61,83.16,1.4,7.46,8.5,3.71,No,Yellow,No,1,16,291117.0163,1
4572,1.5515058348275907,1457.94,0.2118138639804898,-0.9869889039559153,30.7,60.65,5.31,49.68,20.53,93.47,1.91,6.12,10.0,6.47,No,Yellow,No,1,12,338836.4137,1
4573,0.9013902777229584,1873.84,1.6030095040298942,-0.008388007682344774,723.11,56.02,7.59,24.27,28.09,96.75,0.82,7.16,9.8,6.22,No,Green,No,1,11,602019.1851,1
4574,-0.03150140451610049,1255.1,0.3442944746107731,-0.008388007682344774,24.77,33.92,6.69,59.09,17.8,94.89,1.34,5.11,6.7,6.67,No,Red,Yes,1,7,276206.5336,1
4575,0.11239174942506265,673.6,-1.1878277437103808,-0.008388007682344774,716.87,45.2,4.23,41.93,21.32,92.12,2.25,3.0,6.5,3.29,No,White,No,1,19,371811.887,1
4582,1.0712282098217112,1074.82,-0.43656990250539396,-0.008388007682344774,915.9,43.43,6.33,23.2,1.09,99.9,1.86,4.67,8.34,9.54,No,Yellow,Yes,2,31,428905.1684,1
4583,-0.10267472291312875,1371.17,-1.1163235190994067,-0.9869889039559153,539.34,33.51,6.13,71.63,2.95,95.12,0.96,4.97,9.74,10.0,No,White,No,1,13,282391.9207,1
4584,0.48943324682037503,861.76,-0.12034613707576901,0.9702128885912258,33.53,56.54,6.34,33.31,42.45,93.15,1.15,5.33,3.54,2.78,No,Green,No,1,14,271429.5045,1
4588,0.44115986867438217,1065.39,-0.32032724948130104,-0.008388007682344774,160.6,55.28,8.44,86.56,36.68,99.9,3.09,5.3,4.81,5.82,No,Blue,No,1,11,236477.421,1
4589,0.6853416780395135,1395.04,0.30734602354864715,-0.008388007682344774,770.71,2.21,7.57,50.88,4.39,95.33,1.42,7.27,8.22,7.44,Yes,Red,No,1,19,463784.5097,1
4590,0.7218820717145871,1348.39,1.5377905251168456,0.9702128885912258,529.29,45.88,4.04,53.64,17.06,95.14,1.61,3.26,7.9,4.57,No,Yellow,Yes,1,27,336698.3623,1
4591,0.05600450845119335,1095.87,0.3835956585254516,0.9702128885912258,86.61,63.3,6.32,140.86,5.08,94.71,2.3,3.59,10.0,7.63,No,Red,Yes,1,16,271020.5549,1
4593,1.8120003017221888,1662.55,0.8192172033352919,-0.008388007682344774,929.42,36.44,9.01,25.53,8.35,96.24,1.52,8.53,5.67,6.24,Yes,Blue,No,1,31,516049.376,1
4594,0.7964222480537863,1295.75,1.947567857640124,-1.9655898002294858,246.93,25.85,7.03,57.03,36.37,99.9,1.33,7.2,3.24,4.89,No,Red,No,2,25,276557.1858,1
4596,1.750946125010967,984.08,3.1717662361176253,-0.9869889039559153,731.79,37.81,6.44,70.55,3.22,88.74,0.82,6.05,5.52,5.6,Yes,Red,Yes,2,25,387826.079,0
4597,0.6545730656669418,1858.88,-0.20420282307807563,-1.9655898002294858,126.44,54.62,6.21,5.3,13.29,88.1,0.96,3.97,8.14,7.83,Yes,Green,No,1,14,547758.8897,1
4598,0.7302949675123344,1678.52,-0.6650840759919421,-0.008388007682344774,525.2,34.36,10.0,11.78,0.51,94.62,1.03,6.59,6.3,3.97,No,Blue,No,1,5,307500.2705,1
4601,0.49429510312582353,1027.66,1.3302297907657925,0.9702128885912258,523.99,11.9,8.94,37.96,52.37,92.7,1.45,8.02,9.15,7.66,Yes,Red,No,1,14,435646.4028,1
4602,0.2946925795849388,1218.48,-0.008228450854049127,-0.9869889039559153,428.84,35.24,7.8,22.73,3.05,99.9,0.69,5.71,8.36,6.75,No,Green,No,2,45,348394.5202,1
4603,0.536997323684494,550.0,0.22810203509190025,0.9702128885912258,1.3,43.15,4.14,37.28,12.36,89.37,2.53,6.95,3.29,4.72,No,Yellow,No,1,16,330826.6085,0
4604,0.10341590226517557,550.0,-0.5111934652738211,-1.9655898002294858,342.1,26.33,4.61,72.02,29.65,96.61,1.89,1.3,7.48,2.91,No,Green,No,1,6,330565.4108,1
4606,-0.05318548362147806,1285.02,0.11915365276194086,0.9702128885912258,507.52,5.25,2.66,14.79,34.39,83.43,1.19,5.42,5.04,4.81,No,Red,No,1,3,671224.2529,0
4607,1.0312903527357975,1648.03,0.5957273137264104,0.9702128885912258,574.84,49.74,8.59,89.62,6.45,99.9,1.11,5.32,6.96,7.9,No,Green,No,2,25,480199.6947,1
4610,0.05212329709896106,550.0,0.917853376009976,0.9702128885912258,56.44,11.19,10.0,28.94,1.58,91.98,1.45,9.07,9.74,10.0,No,Blue,Yes,1,12,466900.2158,1
4612,0.6308792205708629,1452.3,-0.10286845035672086,-0.008388007682344774,446.97,57.55,6.46,77.95,16.42,89.84,1.44,5.46,5.65,6.83,No,Blue,Yes,1,14,394753.783,1
4613,0.5178355159844149,957.8,-1.1878277437103808,0.9702128885912258,531.17,6.13,7.89,104.45,0.4,99.27,0.68,5.16,6.73,6.15,Yes,Red,No,1,9,632404.9722,1
4614,0.04365567066797109,760.98,0.8159495774359757,-0.008388007682344774,811.64,19.6,6.26,35.61,4.08,98.43,2.12,6.0,7.78,7.29,Yes,Blue,Yes,1,14,227574.6829,1
4616,0.6786580338420114,1099.78,0.8340825541777042,-0.008388007682344774,386.22,14.22,10.0,1.07,31.81,98.94,1.28,7.15,8.3,6.54,Yes,Green,No,1,18,298515.2495,1
4618,0.33727660102181184,1288.96,0.2085573951214006,-0.008388007682344774,273.31,13.53,9.85,100.91,23.56,99.9,1.1,5.24,5.97,6.57,Yes,Red,No,1,18,288884.1792,1
4621,1.6407048998858909,1306.01,0.3868059821517284,0.9702128885912258,351.62,27.31,6.33,18.59,14.59,93.56,1.98,5.23,8.94,7.26,No,Red,No,1,13,476294.6475,1
4622,0.5030201436709917,1542.26,-0.8980042997832601,-0.008388007682344774,991.18,45.74,6.68,36.64,31.53,89.82,0.72,5.2,8.67,7.71,Yes,Green,No,2,6,280898.3741,1
4623,0.740635233343006,1241.63,0.778531030410441,-0.9869889039559153,332.68,55.69,4.58,63.7,10.24,90.76,1.63,5.1,1.22,4.41,Yes,Yellow,Yes,1,10,348844.7852,1
4625,0.8709970768052357,946.23,0.1877648768947064,0.9702128885912258,887.52,85.81,9.85,51.64,11.64,87.25,1.91,6.58,10.0,7.74,No,Blue,No,1,4,332921.2682,1
4627,1.5144971464488732,1065.79,0.03140660016653128,0.9702128885912258,477.23,23.03,7.35,3.46,10.25,99.9,1.07,8.39,10.0,8.99,No,Green,Yes,1,5,341547.2895,1
4628,0.7308564464716012,1141.4,0.3032310337250336,-0.008388007682344774,1145.94,4.85,6.84,74.46,21.93,90.42,0.98,6.41,10.0,9.95,No,White,No,1,12,387645.1059,1
4630,0.13287222475577995,763.97,0.8406855492736588,-0.008388007682344774,39.86,10.03,6.14,6.04,14.95,99.25,1.36,4.65,9.09,5.75,Yes,Yellow,No,2,20,379143.2008,1
4631,0.1732523707540276,2168.2,1.296341325178787,-0.008388007682344774,436.55,38.99,9.73,20.77,11.87,88.54,0.39,5.67,3.31,6.3,No,Yellow,Yes,1,16,511879.9257,1
4632,0.21310243706729678,550.0,1.9645175298450706,1.9488137848647964,415.03,48.5,6.94,63.83,5.97,98.82,1.24,7.0,8.81,7.74,No,White,No,1,-1,346577.2325,1
4633,1.7029369109906933,1714.11,-0.2471846911513815,1.9488137848647964,155.15,20.35,9.25,4.5,18.4,97.37,1.24,7.45,8.05,8.63,No,Green,Yes,1,20,701629.0006,1
4634,0.8242388544908861,1307.6,0.40508046653126567,-0.008388007682344774,718.87,23.52,8.44,73.47,1.89,91.21,0.99,6.32,4.36,7.75,No,White,Yes,2,35,347666.6671,1
4636,0.7504174544892256,623.86,0.9249637471428714,-0.008388007682344774,133.06,17.15,6.41,24.32,12.96,89.79,1.17,7.55,5.73,6.05,No,Yellow,Yes,1,17,381900.3685,1
4637,0.10576932082650896,1871.4,0.5193278224918784,-0.9869889039559153,1056.66,30.08,6.28,44.64,0.39,92.26,2.28,4.18,3.46,6.24,No,Red,No,1,17,315170.3715,1
4638,0.046310942473334914,820.01,0.4571665487216478,0.9702128885912258,317.93,52.33,7.82,46.57,35.11,87.26,1.55,3.44,2.83,6.84,No,Blue,No,1,18,218881.1612,1
4641,0.390319548910562,909.46,0.1030816974680241,-0.008388007682344774,355.83,47.66,7.02,29.92,40.83,87.72,1.59,0.82,7.82,6.63,No,Blue,No,1,18,375324.5264,1
4642,1.3222953233088726,1605.13,1.7954965877917395,-0.008388007682344774,218.65,31.79,7.9,71.25,28.81,92.98,1.66,6.64,7.29,2.42,No,Green,No,1,6,760811.0036,1
4644,0.1622508382046722,555.11,1.8366529228222346,0.9702128885912258,620.0,25.52,4.71,25.87,14.47,97.48,2.02,2.99,5.18,6.21,No,Blue,No,1,16,436442.9132,1
4645,1.446995657189313,1491.39,-0.06266530682696807,0.9702128885912258,554.25,15.06,7.54,51.55,19.55,99.9,1.76,7.59,7.69,5.81,No,Green,Yes,1,9,573285.9698,1
4646,0.27098159574605873,1076.54,0.8789305634766508,-0.9869889039559153,835.25,36.0,9.2,80.9,20.35,97.73,1.74,7.12,2.9,3.15,No,Red,No,1,24,236218.3637,1
4648,0.3716578380847235,1155.32,0.802515419629646,0.9702128885912258,773.04,61.11,10.0,98.26,23.92,99.9,2.34,8.1,6.82,7.76,Yes,White,No,1,18,405567.3961,1
4651,1.8840116171371268,773.57,-0.20663111451048133,1.9488137848647964,366.43,7.52,10.0,33.66,24.91,99.9,2.18,7.39,5.01,6.12,No,Yellow,No,1,16,386219.5939,1
4654,0.783482329420705,893.69,-0.07431685055204586,0.9702128885912258,98.22,1.71,7.41,34.64,24.67,96.21,0.29,6.68,4.29,4.96,No,Red,No,1,5,459249.3984,1
4656,0.1842713284022385,1342.51,-0.21053089114889845,0.9702128885912258,418.09,39.6,4.63,89.1,29.53,89.85,1.41,3.06,6.57,4.99,No,Yellow,Yes,1,2,486856.5137,0
4657,0.08815776089356936,975.39,-0.17758228992716543,-0.008388007682344774,398.81,28.83,5.85,57.76,2.56,86.58,1.0,3.37,5.14,6.69,No,White,Yes,1,22,284606.9742,1
4658,0.2890491610463167,1251.08,0.4065154811187199,-0.008388007682344774,282.53,74.56,3.66,29.14,18.03,95.17,1.85,5.72,3.32,1.52,No,Green,Yes,2,42,252622.2238,1
4659,-0.07606020589332452,1515.32,-0.5370830049392065,-0.008388007682344774,624.82,34.98,9.54,38.55,29.93,81.18,1.26,4.29,0.95,2.85,Yes,Red,No,1,29,243725.6442,1
4660,2.2776404241445887,1316.59,0.3566310776137905,0.9702128885912258,163.96,20.24,9.21,15.55,1.67,93.89,1.51,7.77,4.03,6.88,No,Yellow,No,1,12,447732.4035,1
4661,0.2559047277457719,1512.19,0.6770636981477797,-0.9869889039559153,922.08,8.59,8.83,0.65,1.55,87.46,1.82,6.23,5.84,8.05,No,Yellow,Yes,1,23,323362.3617,1
4663,0.32645279835409446,1449.57,0.314392687110449,-0.9869889039559153,218.06,52.99,6.94,16.22,11.04,89.94,1.34,7.83,6.72,6.42,No,Blue,No,1,21,373925.4367,1
4666,0.36885623966767644,1256.39,0.7954290171829634,0.9702128885912258,592.6,24.11,7.39,49.84,23.73,97.9,1.07,6.11,5.77,4.15,No,Yellow,No,1,25,506266.7364,1
4667,1.504340603332699,1346.49,-0.458400542012558,-0.008388007682344774,458.14,23.97,10.0,23.66,12.38,93.63,2.11,5.9,2.68,2.99,No,Red,Yes,2,38,389183.5316,1
4669,2.168968235073512,1438.33,-0.7826949042500492,0.9702128885912258,442.11,54.95,8.88,3.76,0.15,91.8,0.86,7.02,9.15,9.13,No,White,No,1,14,363240.0025,1
4671,0.20654199989281496,1864.9,0.3882449390263808,-0.008388007682344774,468.03,28.07,10.0,46.56,22.83,92.5,1.53,2.44,4.44,7.69,Yes,White,No,1,12,446020.9142,1
4672,-0.17861938912422604,786.88,-0.32844305713167155,-0.008388007682344774,585.04,10.02,7.34,29.73,24.81,97.57,1.11,6.76,6.56,5.52,No,Green,No,1,16,432458.034,0
4673,1.4867430768442365,1517.93,-0.15913187350104915,-0.008388007682344774,446.08,25.24,6.64,9.86,13.14,97.69,1.1,4.8,8.3,9.0,No,White,No,1,11,496716.6455,1
4676,1.5386854725108141,1227.38,1.18191817785508,-0.008388007682344774,516.62,18.63,8.99,13.71,19.05,91.81,1.19,5.35,7.19,3.18,Yes,Blue,Yes,1,18,459223.766,1
4677,2.016364650073488,1965.15,1.9217758252779362,-0.008388007682344774,860.28,33.12,7.39,5.7,8.05,98.68,1.42,4.33,5.65,7.29,No,Green,No,1,12,684518.1409,1
4678,1.2476087737418884,1394.47,1.5588708229598507,-0.008388007682344774,143.41,45.53,6.78,15.34,1.5,96.11,1.26,5.45,8.41,8.97,No,Blue,No,1,13,319132.6757,1
4679,1.6695394081966597,1325.14,-0.7888045853582584,0.9702128885912258,176.86,51.31,7.01,5.75,2.39,86.76,1.35,6.73,8.56,6.53,Yes,Blue,Yes,2,6,651145.1154,1
4680,1.6861518445536265,1596.29,0.15332436406490577,-0.008388007682344774,1016.59,36.79,6.05,74.34,9.32,99.9,1.61,6.68,4.16,5.24,No,Red,No,1,8,390021.9643,1
4681,0.0023664394284465353,1414.96,2.442996099784068,-0.9869889039559153,279.23,12.03,5.46,100.19,3.08,98.53,1.75,7.77,9.19,5.53,No,Blue,Yes,1,23,380673.9543,1
4682,0.4102373392568644,1655.84,0.1299067644578258,0.9702128885912258,308.0,48.71,6.83,18.33,44.35,98.73,2.1,6.99,4.12,7.01,No,Blue,Yes,2,40,625739.7385,1
4683,-0.021010113170683214,1838.44,-1.1878277437103808,-0.008388007682344774,366.11,78.07,9.98,27.79,12.95,98.67,1.47,4.97,0.17,2.78,Yes,Yellow,Yes,2,26,287754.6252,0
4685,0.46299735337947434,961.97,-0.4032390411588242,-0.008388007682344774,301.57,8.25,7.7,26.12,12.76,95.89,1.28,4.2,8.09,7.87,Yes,White,Yes,1,18,243897.1949,1
4686,1.08219582116567,1015.62,-1.1878277437103808,1.9488137848647964,1127.22,73.91,7.01,70.79,21.1,99.9,1.7,6.5,4.16,5.92,No,Green,No,1,23,381498.329,1
4687,0.026160910041885917,1111.9,0.1016000652032195,-0.9869889039559153,641.02,13.68,5.18,10.92,0.12,95.18,2.01,8.06,7.0,10.0,No,Yellow,No,1,34,524650.8324,1
4693,2.345814334690051,1486.33,3.378411824401618,-0.9869889039559153,425.2,44.52,8.75,40.15,11.44,90.62,1.59,8.73,4.45,5.53,Yes,Green,No,2,45,702790.3241,1
4694,0.10619156881073198,882.68,-1.1878277437103808,-0.008388007682344774,351.27,23.34,5.16,104.31,15.5,96.97,1.27,4.59,3.02,6.09,No,Red,No,1,6,226798.5945,1
4696,2.7989500760482726,1406.63,1.1668910934992613,0.9702128885912258,719.49,37.15,7.21,75.46,7.79,99.9,1.44,7.62,9.65,7.72,No,Blue,No,2,22,771461.4466,1
4697,0.49417368083355867,1630.8,-0.9172853262004905,0.9702128885912258,351.78,5.46,10.0,27.43,9.14,90.71,0.98,6.15,10.0,7.3,No,White,Yes,1,10,293601.0958,1
4699,1.0530573725413985,2295.73,-0.7733328351536798,-0.008388007682344774,153.98,16.34,8.99,53.56,41.12,97.27,1.41,6.44,5.78,3.95,No,White,No,1,17,537501.1359,1
4700,0.8889048780694923,1519.89,0.8326583953158497,-0.008388007682344774,848.64,20.01,6.66,58.39,16.04,93.53,1.54,5.09,4.07,4.99,No,White,No,1,13,455651.7302,1
4701,0.9354702648873859,1729.89,1.876877340004582,1.9488137848647964,190.17,12.56,10.0,63.05,1.84,99.9,1.08,7.99,10.0,5.74,Yes,Yellow,Yes,1,14,705508.7934,1
4706,0.4987229462088978,550.0,-0.5394839691296748,1.9488137848647964,575.87,34.45,6.97,8.19,5.6,96.08,1.46,5.69,6.92,7.26,No,White,No,1,12,268460.7971,0
4707,0.2020356020187531,1032.22,-1.1878277437103808,0.9702128885912258,48.87,3.49,8.48,75.69,25.44,93.82,2.08,3.78,3.98,6.24,No,Blue,No,1,18,307160.8227,1
